xNose;yNose;scoreNose;xNeck;yNeck;scoreNeck;xRShoulder;yRShoulder;scoreRShoulder;xRElbow;yRElbow;scoreRElbow;xRWrist;yRWrist;scoreRWrist;xLShoulder;yLShoulder;scoreLShoulder;xLElbow;yLElbow;scoreLElbow;xLWrist;yLWrist;scoreLWrist;xRHip;yRHip;scoreRHip;xRKnee;yRKnee;scoreRKnee;xRAnkle;yRAnkle;scoreRAnkle;xLHip;yLHip;scoreLHip;xLKnee;yLKnee;scoreLKnee;xLAnkle;yLAnkle;scoreLAnkle;xREye;yREye;scoreREye;xLEye;yLEye;scoreLEye;xREar;yREar;scoreREar;xLEar;yLEar;scoreLEar;label
403.27;421.46;0.95433;463.51;135.44;0.98507;479.44;114.52;0.9891;463.49;115.87;0.33473;549.71;113.44;0.98378;491.19;115.16;0.044209;591.7;241.78;0.94314;529.6;215.41;0.95573;525.49;431.46;0.86146;443.75;329.33;0.83921;340.06;395.02;0.91885;436.08;239.1;0.89416;554.5;465.51;0.21355;500.76;442.27;0.26166;386.51;425.15;0.029439;360.08;414.41;0.027012;390.79;410.23;0.010002;379.48;411.8;0.0094633;1
423;413.22;0.9516;360.8;137.85;0.99761;382.21;115.51;0.99797;342.26;113.51;0.99441;411.49;124.61;0.98134;317.42;118.94;0.72835;456.23;208.02;0.97544;262.67;204.69;0.97734;510.01;380.79;0.91616;209.94;380.31;0.92228;428.05;283.52;0.92093;299.84;290.84;0.926;429.28;409.38;0.85923;301.67;409.87;0.86071;535.33;433.63;0.44746;196.06;434.44;0.45114;452.88;453.3;0.13223;309.55;452.78;0.13476;1
231.96;334.59;0.92696;178.1;167.8;0.99602;181.91;156.77;0.94546;163.81;157.7;0.99585;186.15;162.19;0.065821;133.14;165.89;0.85878;201.77;226.52;0.96919;105.13;229.92;0.97173;223.53;295.81;0.91073;82.921;292.28;0.9357;251.28;303.81;0.88733;121.24;309.36;0.92133;204.37;356.32;0.92105;141.15;366.65;0.92468;278.69;407.85;0.54987;214.17;424.71;0.59338;258.35;449.81;0.18876;223.08;461.36;0.20581;1
282.27;393.74;0.95043;321.07;142.46;0.99675;339.48;122.84;0.99619;302.19;124.22;0.9883;365.51;130.24;0.95139;281.27;133.71;0.67764;413.99;241.8;0.96271;242.57;234.14;0.96087;449.94;371.16;0.85276;217.92;352.41;0.85302;318.41;399.88;0.84349;356.59;346.47;0.8533;385.32;446.04;0.51154;267.05;444.04;0.50806;400.06;430.76;0.064974;272.12;423.5;0.065695;360.92;421.49;0.025535;296.6;410.37;0.025681;1
108.09;507.51;0.82373;240.86;119.81;0.94648;246.49;109.52;0.98113;241.02;110.4;0.17719;276.46;109.49;0.9934;269.61;113.12;0.042557;298.59;162.13;0.97731;291.56;164.55;0.77381;309.25;241.6;0.96353;293.87;247.79;0.1576;287.04;313.93;0.92238;274.71;312.9;0.15983;299.6;320.43;0.97407;295.88;318.58;0.90484;301.86;435.73;0.96678;298.53;434.04;0.87043;309.99;548.33;0.88344;306.44;543.41;0.73755;1
272.55;336.59;0.94338;382.68;117.9;0.99463;400.14;99.812;0.99567;374.88;104.47;0.97399;450.94;101.44;0.98095;373.27;109.9;0.29819;505.05;191.63;0.96305;358.87;189.68;0.96435;479.88;322.05;0.91125;326.76;306.2;0.88267;371.17;319.64;0.90212;295.58;279.31;0.87187;480.36;388.6;0.71467;379.76;381.39;0.71783;426.24;441.09;0.10882;309.76;432.28;0.097446;425.07;412.75;0.027201;347.24;408.68;0.025282;1
165.49;201.75;0.89173;367.45;57.864;0.98892;375.73;48.819;0.99099;364.23;50.237;0.88257;401.49;49.606;0.96896;367.65;53.284;0.34064;427.27;100.47;0.94302;377.53;102.34;0.9362;445.55;165.7;0.87713;367.23;161.09;0.82875;418.65;174.84;0.83976;321.33;170.82;0.78287;416.5;207.38;0.72957;376.54;204.97;0.7174;411.51;225.42;0.18937;340.01;220.3;0.17231;408.92;217.87;0.075762;360.46;218.78;0.071212;1
242.88;318.91;0.94109;433.15;212.2;0.96125;438.76;197.51;0.9851;434.4;198.82;0.077331;477.03;201.34;0.99023;480.68;200.15;0.18747;515.34;299.43;0.95601;510.36;266.09;0.94886;502.41;419.88;0.8949;479.74;357.63;0.83437;402.07;401.69;0.87882;408.67;374.72;0.80997;486.63;447.16;0.7211;475.93;420.19;0.71261;345.04;458.58;0.23981;356.81;426.14;0.20196;389.94;471.32;0.069752;390.25;458.6;0.062673;1
283.51;346.57;0.94256;427.57;217.1;0.99154;442.22;204.2;0.99509;421.1;202.71;0.93335;484.23;201.57;0.97702;420.68;197.9;0.27371;521.95;274.25;0.95724;431.17;253.56;0.9638;529.15;389.73;0.90983;378.96;310.78;0.90223;427.72;361.95;0.91342;321.71;332.56;0.8938;484.78;428.09;0.77334;415.3;406.88;0.79164;374.77;449.83;0.2299;322.36;433.58;0.21728;431.22;446.32;0.065605;370.43;443.18;0.062954;1
138.42;364.99;0.88311;395.83;71.495;0.2634;395.55;64.573;0.1774;392.15;69.509;0.039289;403.83;63.477;0.49962;400.97;71.356;0.30556;441.11;91.238;0.94141;419.94;113.15;0.93134;508.47;108.87;0.94427;420.74;175.08;0.92563;508.69;168.3;0.93458;410.43;220.44;0.92078;475.77;188.12;0.98518;460.86;194.56;0.98407;484.89;285.63;0.96833;467.57;290.25;0.96654;501.44;377.09;0.89844;472.27;379.37;0.89689;1
265.68;328.36;0.94023;360.86;86.869;0.99615;378.59;69.796;0.99729;355.17;71.761;0.9737;424.52;74.995;0.98295;354.13;76.528;0.35126;464.96;159.8;0.95252;352.61;163.47;0.96033;484.37;281.96;0.83858;334.07;276.32;0.83533;456.82;310.38;0.80659;233.89;281.22;0.78194;429.12;341.46;0.56059;354.98;334.65;0.58011;316.56;349.11;0.092407;263.08;342.64;0.087041;342.67;332.45;0.031604;320.74;334.36;0.030367;1
260.69;314.3;0.93404;198.15;188;0.98486;195.03;177.04;0.32421;187.44;179.18;0.99087;173.16;180.7;0.01203;152.91;185.9;0.89776;161.58;242.43;0.96731;135.11;264.11;0.96811;219.41;299.84;0.89787;196.98;358.32;0.93176;290.82;315.24;0.86991;289.18;338.06;0.91324;198.16;381.57;0.89866;180.92;410.38;0.8988;321.76;369.36;0.58025;320.62;399.2;0.63451;340.78;458.73;0.2297;331.05;473.97;0.25401;1
271.73;402.93;0.94727;386.91;130.06;0.9974;405.21;112.38;0.9972;367.77;112.01;0.99344;428.88;126.68;0.95622;343.02;126.8;0.76946;479.16;235.83;0.95825;293.25;240.73;0.96797;499.76;372.67;0.78807;294.51;380.68;0.84946;350.39;383.4;0.77126;428.56;341.69;0.8288;455.92;444.52;0.44503;332.45;446.7;0.46447;459.72;424.95;0.055724;333.86;425.75;0.061796;406.8;410.17;0.023085;338.47;407.28;0.024815;1
293.21;294.65;0.94508;463.26;225.32;0.97527;473.01;215.39;0.98374;463.38;213.74;0.33782;508.47;215.84;0.96787;479.52;211.11;0.30729;518.63;282.3;0.95629;492.28;269.9;0.95798;457.74;354.39;0.91733;440.82;308.3;0.90436;475.22;268.88;0.91534;380.46;315.45;0.88789;431.67;417.29;0.88944;421.37;400.18;0.89131;297.75;402.1;0.62822;311.06;405.96;0.58979;284.98;473.97;0.2556;316.35;460.54;0.23475;1
282.97;304.37;0.95117;129.45;120.36;0.99656;136.59;108.1;0.96326;110.84;105.85;0.99521;142.37;115.63;0.077839;72.729;112.33;0.87251;157.69;206.64;0.96248;42.344;205.57;0.95967;210.17;289.1;0.85794;96.713;303.21;0.88916;266.69;303;0.83454;196.85;313.39;0.87634;165.63;370.6;0.6581;89.419;380.43;0.65005;259.85;385.91;0.095813;178.54;395.06;0.11023;215.87;383.51;0.030217;159.94;381.13;0.033241;1
282.97;304.37;0.95117;129.45;120.36;0.99656;136.59;108.1;0.96326;110.84;105.85;0.99521;142.37;115.63;0.077839;72.729;112.33;0.87251;157.69;206.64;0.96248;42.344;205.57;0.95967;210.17;289.1;0.85794;96.713;303.21;0.88916;266.69;303;0.83454;196.85;313.39;0.87634;165.63;370.6;0.6581;89.419;380.43;0.65005;259.85;385.91;0.095813;178.54;395.06;0.11023;215.87;383.51;0.030217;159.94;381.13;0.033241;1
331.74;421.66;0.95466;417.35;128.19;0.99326;428.36;105.52;0.99731;416.4;109.2;0.21559;484.69;99.028;0.98997;449.31;104.86;0.21102;542.04;213.95;0.91459;484.34;210.58;0.95238;579.84;387.36;0.62377;428.04;363.27;0.79827;530.67;446.82;0.59618;341.37;291.6;0.7641;511.16;439.25;0.21543;456.61;434.42;0.27995;461.63;406.29;0.024244;392.18;407.85;0.030007;472.84;406.5;0.011377;435.18;401.85;0.013095;1
277.49;322.14;0.94275;254.31;198.76;0.99521;261.66;181.9;0.95038;236.07;180.6;0.99517;267.03;185.31;0.056713;190.16;183.08;0.90812;274.26;269.99;0.95426;136.57;269.43;0.96045;322.17;365.94;0.7848;156.89;390.27;0.86363;388.13;386.29;0.73841;290.74;401.68;0.8274;257.3;451.68;0.47791;161.23;457.24;0.48386;341.69;439.39;0.053701;218.88;440.16;0.065011;288.34;427.86;0.023213;207.21;422.71;0.026244;1
417.86;422.92;0.95895;385.27;31.522;0.58885;407.89;10.575;0.10827;364.23;20.732;0.10414;460.87;14.013;0.089902;351.25;31.995;0.076136;576.47;152.48;0.87956;334.35;159.81;0.89992;584.38;414.32;0.79573;314.55;373.15;0.80191;414.29;316.35;0.87047;280.2;324.9;0.86146;518.08;456.56;0.21691;360.05;449.66;0.2394;465.62;409.92;0.015728;323.71;409.49;0.016108;457.95;410.58;0.0064953;365.05;403.34;0.0066071;1
471.49;393.72;0.94985;253.71;169.71;0.94838;255.03;155.16;0.045676;250.52;152.54;0.98482;208.72;150.66;0.011716;203.81;144.52;0.909;128.21;192.11;0.9349;147.62;252.33;0.93945;165.05;263.87;0.80559;250.49;390.93;0.87041;225.97;299.95;0.80985;412.77;383.48;0.87607;148.57;417.39;0.53399;147.03;449.91;0.50904;313.2;404.85;0.086567;287.5;432.76;0.09831;310.03;415.67;0.027846;243.44;421.46;0.029321;1
248.56;364.83;0.94525;437.26;159.58;0.99768;450.67;146.68;0.99816;428.59;145.3;0.97661;482.14;140.22;0.98214;423.3;137.87;0.16509;512.17;191.28;0.98261;427.08;189.94;0.98481;498.45;283.41;0.9761;388.22;251.62;0.94858;408.88;292.99;0.97575;346.61;273.23;0.94465;521.25;355.05;0.97289;465.17;345.32;0.97424;412.93;411.89;0.89476;376.75;382.09;0.86473;520.89;423.33;0.52507;494.42;405.43;0.49707;1
299.15;620.3;0.94064;187.49;100.91;0.98213;184.7;86.533;0.14193;176.42;85.59;0.98849;147.7;92.484;0.0087198;125.24;99.081;0.89555;120.92;192.7;0.85302;108.87;200;0.95165;141.93;318.96;0.44879;133.03;326.08;0.91539;217.09;366.74;0.43569;226.08;368.71;0.8932;124.55;391.4;0.86187;117.93;405.47;0.92015;261.33;410;0.83564;266.82;422.37;0.91616;260.98;576.66;0.65326;261.01;586.42;0.74723;1
100.78;278.44;0.93282;331.68;159.63;0.99131;336.16;154.04;0.9648;325.91;154.03;0.98931;340.64;152.68;0.38186;314.14;151.29;0.8729;355.02;182.11;0.98416;297.94;184.16;0.98316;378.76;214.7;0.95216;291.93;222.9;0.95308;352.98;217.96;0.94381;295.37;257.74;0.94662;346.59;259.56;0.98668;312.22;259.56;0.98624;339.1;320.76;0.9769;316.27;318.4;0.97714;333.56;368.87;0.94392;316.52;378.89;0.94351;1
254.54;480.07;0.92658;305.5;149.23;0.97998;307.66;137.89;0.17497;299.74;136.67;0.98963;281.63;135.63;0.0083581;266.76;133.82;0.88727;257.84;194.02;0.9026;244.29;199.68;0.96301;277.71;287.39;0.60023;276.83;296.41;0.93256;332.4;244.54;0.53528;337.77;245.37;0.8944;259.22;349.08;0.91489;248.31;358.71;0.94727;374.8;380.95;0.86738;377.64;388.91;0.92798;372.22;516.64;0.69253;365.93;524.3;0.7723;1
247.29;513.98;0.95498;237.7;140.3;0.99688;252;129.18;0.99719;230.83;127.65;0.98019;282.11;135.37;0.98185;225.33;131.91;0.45346;306.66;204.24;0.97262;210.19;202.23;0.97696;312.59;300.96;0.94943;186.24;289.6;0.94494;255.7;347.61;0.94656;144.36;330.71;0.93532;280.78;345.14;0.97853;212.93;337.6;0.97992;220.5;396.43;0.97229;112.97;378.27;0.96955;223.24;526.85;0.9227;160.93;505.06;0.91939;1
